SEC,TOWNSHIP,RNG,TWNRNG,TWNLAB,RNGLAB,MAP_LABEL,TWNRNGSEC,SqFt of UnincKC,Total SqFt Section
23,20,11,2011,T.20N,R.11E,T.20N R.11E,201123,"27,716,516","27,716,516"
24,20,11,2011,T.20N,R.11E,T.20N R.11E,201124,"28,096,816","28,096,811"
25,20,11,2011,T.20N,R.11E,T.20N R.11E,201125,"28,058,575","28,058,575"
26,20,11,2011,T.20N,R.11E,T.20N R.11E,201126,"28,075,138","28,075,138"
27,20,11,2011,T.20N,R.11E,T.20N R.11E,201127,"27,855,971","27,855,971"
28,20,11,2011,T.20N,R.11E,T.20N R.11E,201128,"28,139,225","28,139,225"
29,20,11,2011,T.20N,R.11E,T.20N R.11E,201129,"27,917,047","27,917,047"
30,20,11,2011,T.20N,R.11E,T.20N R.11E,201130,"26,409,038","26,409,038"
31,20,11,2011,T.20N,R.11E,T.20N R.11E,201131,"26,839,165","26,839,165"
32,20,11,2011,T.20N,R.11E,T.20N R.11E,201132,"27,730,853","27,730,853"
33,20,11,2011,T.20N,R.11E,T.20N R.11E,201133,"27,503,190","27,503,190"
34,20,11,2011,T.20N,R.11E,T.20N R.11E,201134,"27,354,421","27,354,421"
35,20,11,2011,T.20N,R.11E,T.20N R.11E,201135,"27,413,850","27,413,850"
36,20,11,2011,T.20N,R.11E,T.20N R.11E,201136,"27,734,808","27,734,808"
03,20,12,2012,T.20N,R.12E,T.20N R.12E,201203,"5,925,608","19,590,477"
10,20,12,2012,T.20N,R.12E,T.20N R.12E,201210,"225,148","22,576,409"
22,20,12,2012,T.20N,R.12E,T.20N R.12E,201222,"18,432,051","22,747,604"
23,20,12,2012,T.20N,R.12E,T.20N R.12E,201223,"5,454,227","27,659,055"
26,20,12,2012,T.20N,R.12E,T.20N R.12E,201226,"18,575,266","28,092,732"
27,20,12,2012,T.20N,R.12E,T.20N R.12E,201227,"23,048,643","23,048,643"
34,20,12,2012,T.20N,R.12E,T.20N R.12E,201234,"22,691,436","22,691,436"
35,20,12,2012,T.20N,R.12E,T.20N R.12E,201235,"17,596,500","27,904,926"
01,21,02,2102,T.21N,R.02E,T.21N R.02E,210201,"15,603,544","27,875,068"
02,21,02,2102,T.21N,R.02E,T.21N R.02E,210202,"21,858,771","28,024,826"
03,21,02,2102,T.21N,R.02E,T.21N R.02E,210203,"691,721","7,157,796"
05,21,03,2103,T.21N,R.03E,T.21N R.03E,210305,"1,361,910","6,915,172"
06,21,03,2103,T.21N,R.03E,T.21N R.03E,210306,"848,715","6,899,142"
03,21,04,2104,T.21N,R.04E,T.21N R.04E,210403,"26,642,130","26,817,902"
04,21,04,2104,T.21N,R.04E,T.21N R.04E,210404,"652,416","26,534,997"
09,21,04,2104,T.21N,R.04E,T.21N R.04E,210409,"2,403,928","27,764,911"
10,21,04,2104,T.21N,R.04E,T.21N R.04E,210410,"26,632,089","27,634,122"
11,21,04,2104,T.21N,R.04E,T.21N R.04E,210411,"57,899","27,470,681"
14,21,04,2104,T.21N,R.04E,T.21N R.04E,210414,"1,204,611","27,483,222"
15,21,04,2104,T.21N,R.04E,T.21N R.04E,210415,"3,471,416","27,968,014"
21,21,04,2104,T.21N,R.04E,T.21N R.04E,210421,"3,480,047","27,725,644"
22,21,04,2104,T.21N,R.04E,T.21N R.04E,210422,"20,491,636","27,790,734"
23,21,04,2104,T.21N,R.04E,T.21N R.04E,210423,"8,889,129","27,651,561"
26,21,04,2104,T.21N,R.04E,T.21N R.04E,210426,"13,976,254","27,662,364"
27,21,04,2104,T.21N,R.04E,T.21N R.04E,210427,"27,925,328","27,925,328"
28,21,04,2104,T.21N,R.04E,T.21N R.04E,210428,"20,629,896","27,850,407"
32,21,04,2104,T.21N,R.04E,T.21N R.04E,210432,"464,219","27,808,433"
33,21,04,2104,T.21N,R.04E,T.21N R.04E,210433,"12,891,976","27,862,981"
34,21,04,2104,T.21N,R.04E,T.21N R.04E,210434,"27,606,548","27,685,041"
35,21,04,2104,T.21N,R.04E,T.21N R.04E,210435,"2,980,267","27,606,781"
01,21,05,2105,T.21N,R.05E,T.21N R.05E,210501,"27,360,899","27,360,899"
02,21,05,2105,T.21N,R.05E,T.21N R.05E,210502,"27,138,632","27,138,630"
03,21,05,2105,T.21N,R.05E,T.21N R.05E,210503,"9,383,409","26,858,948"
05,21,05,2105,T.21N,R.05E,T.21N R.05E,210505,"153,547","25,784,720"
09,21,05,2105,T.21N,R.05E,T.21N R.05E,210509,"710,474","28,026,510"
10,21,05,2105,T.21N,R.05E,T.21N R.05E,210510,"24,664,021","27,764,621"
11,21,05,2105,T.21N,R.05E,T.21N R.05E,210511,"27,522,829","27,522,827"
12,21,05,2105,T.21N,R.05E,T.21N R.05E,210512,"27,757,311","27,757,311"
13,21,05,2105,T.21N,R.05E,T.21N R.05E,210513,"27,860,614","27,860,614"
14,21,05,2105,T.21N,R.05E,T.21N R.05E,210514,"27,361,135","27,361,135"
15,21,05,2105,T.21N,R.05E,T.21N R.05E,210515,"27,878,624","27,878,624"
16,21,05,2105,T.21N,R.05E,T.21N R.05E,210516,"18,766,872","27,808,951"
17,21,05,2105,T.21N,R.05E,T.21N R.05E,210517,"7,639,463","27,612,131"
20,21,05,2105,T.21N,R.05E,T.21N R.05E,210520,"25,934","27,870,479"
21,21,05,2105,T.21N,R.05E,T.21N R.05E,210521,"17,103,301","27,560,319"
22,21,05,2105,T.21N,R.05E,T.21N R.05E,210522,"27,843,661","27,843,662"
23,21,05,2105,T.21N,R.05E,T.21N R.05E,210523,"27,148,072","27,148,072"
24,21,05,2105,T.21N,R.05E,T.21N R.05E,210524,"27,324,380","27,324,380"
25,21,05,2105,T.21N,R.05E,T.21N R.05E,210525,"27,657,573","27,657,573"
26,21,05,2105,T.21N,R.05E,T.21N R.05E,210526,"27,444,869","27,522,748"
27,21,05,2105,T.21N,R.05E,T.21N R.05E,210527,"1,159,904","27,503,456"
30,21,05,2105,T.21N,R.05E,T.21N R.05E,210530,"969,971","27,163,289"
34,21,05,2105,T.21N,R.05E,T.21N R.05E,210534,"10,539,048","28,260,534"
35,21,05,2105,T.21N,R.05E,T.21N R.05E,210535,"27,723,833","27,723,832"
36,21,05,2105,T.21N,R.05E,T.21N R.05E,210536,"27,113,916","27,113,916"
01,21,06,2106,T.21N,R.06E,T.21N R.06E,210601,"27,231,912","27,231,910"
02,21,06,2106,T.21N,R.06E,T.21N R.06E,210602,"25,415,791","27,594,233"
03,21,06,2106,T.21N,R.06E,T.21N R.06E,210603,"12,519,484","27,014,444"
04,21,06,2106,T.21N,R.06E,T.21N R.06E,210604,"13,454,122","27,553,744"
05,21,06,2106,T.21N,R.06E,T.21N R.06E,210605,"26,576,847","26,576,847"
06,21,06,2106,T.21N,R.06E,T.21N R.06E,210606,"27,933,925","27,933,925"
07,21,06,2106,T.21N,R.06E,T.21N R.06E,210607,"27,033,167","27,033,167"
08,21,06,2106,T.21N,R.06E,T.21N R.06E,210608,"27,212,099","27,212,099"
09,21,06,2106,T.21N,R.06E,T.21N R.06E,210609,"26,571,442","28,114,737"
10,21,06,2106,T.21N,R.06E,T.21N R.06E,210610,"1,011,909","28,190,307"
11,21,06,2106,T.21N,R.06E,T.21N R.06E,210611,"6,069,510","28,394,450"
12,21,06,2106,T.21N,R.06E,T.21N R.06E,210612,"24,684,038","28,236,699"
13,21,06,2106,T.21N,R.06E,T.21N R.06E,210613,"11,588,539","27,946,065"
16,21,06,2106,T.21N,R.06E,T.21N R.06E,210616,"26,604,962","26,604,960"
17,21,06,2106,T.21N,R.06E,T.21N R.06E,210617,"26,594,945","26,594,945"
18,21,06,2106,T.21N,R.06E,T.21N R.06E,210618,"25,858,057","25,858,057"
19,21,06,2106,T.21N,R.06E,T.21N R.06E,210619,"26,831,037","26,831,037"
20,21,06,2106,T.21N,R.06E,T.21N R.06E,210620,"28,185,604","28,185,604"
21,21,06,2106,T.21N,R.06E,T.21N R.06E,210621,"28,470,235","28,470,247"
22,21,06,2106,T.21N,R.06E,T.21N R.06E,210622,"909,586","26,915,975"
23,21,06,2106,T.21N,R.06E,T.21N R.06E,210623,"11,451,761","25,799,964"
24,21,06,2106,T.21N,R.06E,T.21N R.06E,210624,"26,128,715","26,128,720"
25,21,06,2106,T.21N,R.06E,T.21N R.06E,210625,"29,136,801","29,136,796"
26,21,06,2106,T.21N,R.06E,T.21N R.06E,210626,"30,510,839","30,510,835"
27,21,06,2106,T.21N,R.06E,T.21N R.06E,210627,"29,727,430","30,101,689"
28,21,06,2106,T.21N,R.06E,T.21N R.06E,210628,"30,239,769","30,239,768"
29,21,06,2106,T.21N,R.06E,T.21N R.06E,210629,"29,184,931","29,184,930"
30,21,06,2106,T.21N,R.06E,T.21N R.06E,210630,"28,365,477","28,365,477"
31,21,06,2106,T.21N,R.06E,T.21N R.06E,210631,"27,638,546","27,638,546"
32,21,06,2106,T.21N,R.06E,T.21N R.06E,210632,"27,974,473","27,974,473"
33,21,06,2106,T.21N,R.06E,T.21N R.06E,210633,"28,628,462","28,628,459"
34,21,06,2106,T.21N,R.06E,T.21N R.06E,210634,"28,087,291","28,087,291"
35,21,06,2106,T.21N,R.06E,T.21N R.06E,210635,"26,263,172","26,263,170"
36,21,06,2106,T.21N,R.06E,T.21N R.06E,210636,"27,578,371","27,578,371"
01,21,07,2107,T.21N,R.07E,T.21N R.07E,210701,"29,631,547","29,631,547"
02,21,07,2107,T.21N,R.07E,T.21N R.07E,210702,"29,760,956","29,760,956"
03,21,07,2107,T.21N,R.07E,T.21N R.07E,210703,"29,611,087","29,611,087"
04,21,07,2107,T.21N,R.07E,T.21N R.07E,210704,"30,302,644","30,302,642"
05,21,07,2107,T.21N,R.07E,T.21N R.07E,210705,"30,240,966","30,240,966"
06,21,07,2107,T.21N,R.07E,T.21N R.07E,210706,"30,019,429","30,019,428"
07,21,07,2107,T.21N,R.07E,T.21N R.07E,210707,"26,512,955","26,512,952"
08,21,07,2107,T.21N,R.07E,T.21N R.07E,210708,"26,004,635","26,004,635"
09,21,07,2107,T.21N,R.07E,T.21N R.07E,210709,"25,966,608","25,966,606"
10,21,07,2107,T.21N,R.07E,T.21N R.07E,210710,"27,228,964","27,228,964"
11,21,07,2107,T.21N,R.07E,T.21N R.07E,210711,"27,244,450","27,244,450"
12,21,07,2107,T.21N,R.07E,T.21N R.07E,210712,"27,047,723","27,047,723"
13,21,07,2107,T.21N,R.07E,T.21N R.07E,210713,"26,313,818","26,313,818"
14,21,07,2107,T.21N,R.07E,T.21N R.07E,210714,"27,360,886","27,360,886"
15,21,07,2107,T.21N,R.07E,T.21N R.07E,210715,"26,195,905","26,195,903"
16,21,07,2107,T.21N,R.07E,T.21N R.07E,210716,"27,891,987","27,891,987"
17,21,07,2107,T.21N,R.07E,T.21N R.07E,210717,"26,695,982","26,695,982"
18,21,07,2107,T.21N,R.07E,T.21N R.07E,210718,"27,248,906","27,248,905"
19,21,07,2107,T.21N,R.07E,T.21N R.07E,210719,"25,226,366","27,639,058"
20,21,07,2107,T.21N,R.07E,T.21N R.07E,210720,"28,090,515","28,090,515"
21,21,07,2107,T.21N,R.07E,T.21N R.07E,210721,"28,167,191","28,167,191"
22,21,07,2107,T.21N,R.07E,T.21N R.07E,210722,"27,778,515","27,778,513"
23,21,07,2107,T.21N,R.07E,T.21N R.07E,210723,"27,213,999","27,213,995"
24,21,07,2107,T.21N,R.07E,T.21N R.07E,210724,"25,985,474","25,985,474"
25,21,07,2107,T.21N,R.07E,T.21N R.07E,210725,"28,216,486","28,216,486"
26,21,07,2107,T.21N,R.07E,T.21N R.07E,210726,"26,492,711","26,492,707"
27,21,07,2107,T.21N,R.07E,T.21N R.07E,210727,"27,649,637","27,649,637"
28,21,07,2107,T.21N,R.07E,T.21N R.07E,210728,"27,727,131","27,727,131"
29,21,07,2107,T.21N,R.07E,T.21N R.07E,210729,"27,636,281","27,636,281"
30,21,07,2107,T.21N,R.07E,T.21N R.07E,210730,"26,717,336","26,717,340"
31,21,07,2107,T.21N,R.07E,T.21N R.07E,210731,"27,296,346","27,296,346"
32,21,07,2107,T.21N,R.07E,T.21N R.07E,210732,"27,731,035","27,731,035"
33,21,07,2107,T.21N,R.07E,T.21N R.07E,210733,"26,692,241","26,692,241"
34,21,07,2107,T.21N,R.07E,T.21N R.07E,210734,"26,720,557","26,720,557"
35,21,07,2107,T.21N,R.07E,T.21N R.07E,210735,"27,182,446","27,182,446"
36,21,07,2107,T.21N,R.07E,T.21N R.07E,210736,"27,939,322","27,939,322"
01,21,08,2108,T.21N,R.08E,T.21N R.08E,210801,"26,162,178","26,162,178"
02,21,08,2108,T.21N,R.08E,T.21N R.08E,210802,"25,586,904","25,586,904"
03,21,08,2108,T.21N,R.08E,T.21N R.08E,210803,"26,430,481","26,430,481"
04,21,08,2108,T.21N,R.08E,T.21N R.08E,210804,"26,494,427","26,494,427"
05,21,08,2108,T.21N,R.08E,T.21N R.08E,210805,"25,998,149","25,998,149"
06,21,08,2108,T.21N,R.08E,T.21N R.08E,210806,"28,217,977","28,217,977"
07,21,08,2108,T.21N,R.08E,T.21N R.08E,210807,"30,578,250","30,578,250"
08,21,08,2108,T.21N,R.08E,T.21N R.08E,210808,"28,551,296","28,551,296"
09,21,08,2108,T.21N,R.08E,T.21N R.08E,210809,"28,810,842","28,810,842"
10,21,08,2108,T.21N,R.08E,T.21N R.08E,210810,"28,144,631","28,144,631"
11,21,08,2108,T.21N,R.08E,T.21N R.08E,210811,"28,925,986","28,925,986"
12,21,08,2108,T.21N,R.08E,T.21N R.08E,210812,"29,123,497","29,123,497"
13,21,08,2108,T.21N,R.08E,T.21N R.08E,210813,"27,408,848","27,408,848"
14,21,08,2108,T.21N,R.08E,T.21N R.08E,210814,"28,890,910","28,890,910"
15,21,08,2108,T.21N,R.08E,T.21N R.08E,210815,"28,507,928","28,507,928"
16,21,08,2108,T.21N,R.08E,T.21N R.08E,210816,"28,982,195","28,982,195"
17,21,08,2108,T.21N,R.08E,T.21N R.08E,210817,"28,674,961","28,674,961"
18,21,08,2108,T.21N,R.08E,T.21N R.08E,210818,"29,863,347","29,863,347"
19,21,08,2108,T.21N,R.08E,T.21N R.08E,210819,"29,352,612","29,352,616"
20,21,08,2108,T.21N,R.08E,T.21N R.08E,210820,"26,664,121","26,664,121"
21,21,08,2108,T.21N,R.08E,T.21N R.08E,210821,"27,077,093","27,077,093"
22,21,08,2108,T.21N,R.08E,T.21N R.08E,210822,"27,471,475","27,471,475"
23,21,08,2108,T.21N,R.08E,T.21N R.08E,210823,"27,170,368","27,170,368"
24,21,08,2108,T.21N,R.08E,T.21N R.08E,210824,"27,752,909","27,752,909"
25,21,08,2108,T.21N,R.08E,T.21N R.08E,210825,"27,259,908","27,259,908"
26,21,08,2108,T.21N,R.08E,T.21N R.08E,210826,"27,759,911","27,759,911"
27,21,08,2108,T.21N,R.08E,T.21N R.08E,210827,"28,595,601","28,595,601"
28,21,08,2108,T.21N,R.08E,T.21N R.08E,210828,"27,130,615","27,130,615"
29,21,08,2108,T.21N,R.08E,T.21N R.08E,210829,"27,809,470","27,809,470"
30,21,08,2108,T.21N,R.08E,T.21N R.08E,210830,"29,231,890","29,231,887"
31,21,08,2108,T.21N,R.08E,T.21N R.08E,210831,"28,452,991","28,452,991"
32,21,08,2108,T.21N,R.08E,T.21N R.08E,210832,"27,717,753","27,717,753"
33,21,08,2108,T.21N,R.08E,T.21N R.08E,210833,"27,298,062","27,298,062"
34,21,08,2108,T.21N,R.08E,T.21N R.08E,210834,"27,930,426","27,930,426"
35,21,08,2108,T.21N,R.08E,T.21N R.08E,210835,"27,583,145","27,583,145"
36,21,08,2108,T.21N,R.08E,T.21N R.08E,210836,"27,842,431","27,842,431"
01,21,09,2109,T.21N,R.09E,T.21N R.09E,210901,"23,902,446","23,902,446"
02,21,09,2109,T.21N,R.09E,T.21N R.09E,210902,"23,171,413","23,171,413"
03,21,09,2109,T.21N,R.09E,T.21N R.09E,210903,"23,350,060","23,350,060"
04,21,09,2109,T.21N,R.09E,T.21N R.09E,210904,"23,873,401","23,873,401"
05,21,09,2109,T.21N,R.09E,T.21N R.09E,210905,"23,947,662","23,947,662"
06,21,09,2109,T.21N,R.09E,T.21N R.09E,210906,"23,508,871","23,508,871"
07,21,09,2109,T.21N,R.09E,T.21N R.09E,210907,"27,540,724","27,540,724"
08,21,09,2109,T.21N,R.09E,T.21N R.09E,210908,"27,098,492","27,098,492"
09,21,09,2109,T.21N,R.09E,T.21N R.09E,210909,"27,378,022","27,378,022"
10,21,09,2109,T.21N,R.09E,T.21N R.09E,210910,"27,591,384","27,591,384"
11,21,09,2109,T.21N,R.09E,T.21N R.09E,210911,"27,031,643","27,031,643"
12,21,09,2109,T.21N,R.09E,T.21N R.09E,210912,"27,778,796","27,778,796"
13,21,09,2109,T.21N,R.09E,T.21N R.09E,210913,"27,565,516","27,565,516"
14,21,09,2109,T.21N,R.09E,T.21N R.09E,210914,"26,373,964","26,373,964"
15,21,09,2109,T.21N,R.09E,T.21N R.09E,210915,"27,563,427","27,563,427"
16,21,09,2109,T.21N,R.09E,T.21N R.09E,210916,"27,366,749","27,366,749"
17,21,09,2109,T.21N,R.09E,T.21N R.09E,210917,"28,359,556","28,359,556"
18,21,09,2109,T.21N,R.09E,T.21N R.09E,210918,"27,517,490","27,517,490"
19,21,09,2109,T.21N,R.09E,T.21N R.09E,210919,"27,362,454","27,362,454"
20,21,09,2109,T.21N,R.09E,T.21N R.09E,210920,"27,964,373","27,964,373"
21,21,09,2109,T.21N,R.09E,T.21N R.09E,210921,"27,532,358","27,532,358"
22,21,09,2109,T.21N,R.09E,T.21N R.09E,210922,"27,478,857","27,478,857"
23,21,09,2109,T.21N,R.09E,T.21N R.09E,210923,"26,519,802","26,519,802"
24,21,09,2109,T.21N,R.09E,T.21N R.09E,210924,"27,774,386","27,774,386"
25,21,09,2109,T.21N,R.09E,T.21N R.09E,210925,"28,073,270","28,073,270"
26,21,09,2109,T.21N,R.09E,T.21N R.09E,210926,"26,889,192","26,889,192"
27,21,09,2109,T.21N,R.09E,T.21N R.09E,210927,"27,712,140","27,712,140"
28,21,09,2109,T.21N,R.09E,T.21N R.09E,210928,"27,863,803","27,863,803"
29,21,09,2109,T.21N,R.09E,T.21N R.09E,210929,"27,118,151","27,118,151"
30,21,09,2109,T.21N,R.09E,T.21N R.09E,210930,"26,299,129","26,299,129"
31,21,09,2109,T.21N,R.09E,T.21N R.09E,210931,"28,004,330","28,004,330"
32,21,09,2109,T.21N,R.09E,T.21N R.09E,210932,"27,692,598","27,692,598"
33,21,09,2109,T.21N,R.09E,T.21N R.09E,210933,"28,054,663","28,054,663"
34,21,09,2109,T.21N,R.09E,T.21N R.09E,210934,"27,675,305","27,675,305"
35,21,09,2109,T.21N,R.09E,T.21N R.09E,210935,"26,224,178","26,224,178"
36,21,09,2109,T.21N,R.09E,T.21N R.09E,210936,"28,250,496","28,250,496"
01,21,10,2110,T.21N,R.10E,T.21N R.10E,211001,"23,107,827","23,107,824"
02,21,10,2110,T.21N,R.10E,T.21N R.10E,211002,"22,711,871","22,711,871"
03,21,10,2110,T.21N,R.10E,T.21N R.10E,211003,"23,373,568","23,373,568"
04,21,10,2110,T.21N,R.10E,T.21N R.10E,211004,"23,731,526","23,731,526"
05,21,10,2110,T.21N,R.10E,T.21N R.10E,211005,"23,378,646","23,378,646"
06,21,10,2110,T.21N,R.10E,T.21N R.10E,211006,"24,066,770","24,066,770"
07,21,10,2110,T.21N,R.10E,T.21N R.10E,211007,"27,641,444","27,641,444"
08,21,10,2110,T.21N,R.10E,T.21N R.10E,211008,"27,208,128","27,208,128"
09,21,10,2110,T.21N,R.10E,T.21N R.10E,211009,"27,868,347","27,868,347"
10,21,10,2110,T.21N,R.10E,T.21N R.10E,211010,"27,582,061","27,582,061"
11,21,10,2110,T.21N,R.10E,T.21N R.10E,211011,"28,341,308","28,341,308"
12,21,10,2110,T.21N,R.10E,T.21N R.10E,211012,"27,758,248","27,758,248"
13,21,10,2110,T.21N,R.10E,T.21N R.10E,211013,"28,326,459","28,326,459"
14,21,10,2110,T.21N,R.10E,T.21N R.10E,211014,"28,671,621","28,671,621"
15,21,10,2110,T.21N,R.10E,T.21N R.10E,211015,"28,497,247","28,497,247"
16,21,10,2110,T.21N,R.10E,T.21N R.10E,211016,"27,793,055","27,793,055"
17,21,10,2110,T.21N,R.10E,T.21N R.10E,211017,"27,351,097","27,351,097"
18,21,10,2110,T.21N,R.10E,T.21N R.10E,211018,"28,036,444","28,036,444"
19,21,10,2110,T.21N,R.10E,T.21N R.10E,211019,"27,766,319","27,766,319"
20,21,10,2110,T.21N,R.10E,T.21N R.10E,211020,"27,952,639","27,952,639"
21,21,10,2110,T.21N,R.10E,T.21N R.10E,211021,"27,735,169","27,735,169"
22,21,10,2110,T.21N,R.10E,T.21N R.10E,211022,"27,965,639","27,965,639"
23,21,10,2110,T.21N,R.10E,T.21N R.10E,211023,"28,209,871","28,209,871"
24,21,10,2110,T.21N,R.10E,T.21N R.10E,211024,"27,377,136","27,377,136"
25,21,10,2110,T.21N,R.10E,T.21N R.10E,211025,"28,088,965","28,088,965"
26,21,10,2110,T.21N,R.10E,T.21N R.10E,211026,"27,944,566","27,944,566"
27,21,10,2110,T.21N,R.10E,T.21N R.10E,211027,"27,972,602","27,972,602"
28,21,10,2110,T.21N,R.10E,T.21N R.10E,211028,"27,703,908","27,703,908"
29,21,10,2110,T.21N,R.10E,T.21N R.10E,211029,"27,602,859","27,602,859"
30,21,10,2110,T.21N,R.10E,T.21N R.10E,211030,"27,311,429","27,311,429"
31,21,10,2110,T.21N,R.10E,T.21N R.10E,211031,"26,975,297","26,975,297"
32,21,10,2110,T.21N,R.10E,T.21N R.10E,211032,"26,843,828","26,843,828"
33,21,10,2110,T.21N,R.10E,T.21N R.10E,211033,"26,132,953","26,132,953"
34,21,10,2110,T.21N,R.10E,T.21N R.10E,211034,"25,794,823","25,794,823"
35,21,10,2110,T.21N,R.10E,T.21N R.10E,211035,"26,104,500","26,104,500"
36,21,10,2110,T.21N,R.10E,T.21N R.10E,211036,"25,091,526","25,091,526"
05,21,11,2111,T.21N,R.11E,T.21N R.11E,211105,"13,468,253","28,008,184"
06,21,11,2111,T.21N,R.11E,T.21N R.11E,211106,"25,608,899","25,608,899"
07,21,11,2111,T.21N,R.11E,T.21N R.11E,211107,"28,231,301","28,231,301"
08,21,11,2111,T.21N,R.11E,T.21N R.11E,211108,"13,373,072","27,764,121"
17,21,11,2111,T.21N,R.11E,T.21N R.11E,211117,"7,999,678","27,721,071"
18,21,11,2111,T.21N,R.11E,T.21N R.11E,211118,"28,535,866","28,535,866"
19,21,11,2111,T.21N,R.11E,T.21N R.11E,211119,"28,320,653","28,320,653"
20,21,11,2111,T.21N,R.11E,T.21N R.11E,211120,"20,405,487","28,371,039"
21,21,11,2111,T.21N,R.11E,T.21N R.11E,211121,"9,150,278","28,436,826"
22,21,11,2111,T.21N,R.11E,T.21N R.11E,211122,"3,714,222","27,745,922"
23,21,11,2111,T.21N,R.11E,T.21N R.11E,211123,"5,643,574","28,624,300"
25,21,11,2111,T.21N,R.11E,T.21N R.11E,211125,"23,300,140","27,736,499"
26,21,11,2111,T.21N,R.11E,T.21N R.11E,211126,"27,836,760","27,836,758"
27,21,11,2111,T.21N,R.11E,T.21N R.11E,211127,"27,680,168","27,680,168"
28,21,11,2111,T.21N,R.11E,T.21N R.11E,211128,"27,992,279","27,992,279"
29,21,11,2111,T.21N,R.11E,T.21N R.11E,211129,"27,743,776","27,743,776"
30,21,11,2111,T.21N,R.11E,T.21N R.11E,211130,"28,813,611","28,813,611"
31,21,11,2111,T.21N,R.11E,T.21N R.11E,211131,"27,919,774","27,919,774"
32,21,11,2111,T.21N,R.11E,T.21N R.11E,211132,"27,565,608","27,565,608"
33,21,11,2111,T.21N,R.11E,T.21N R.11E,211133,"27,832,729","27,832,729"
34,21,11,2111,T.21N,R.11E,T.21N R.11E,211134,"27,843,346","27,843,346"
35,21,11,2111,T.21N,R.11E,T.21N R.11E,211135,"27,609,610","27,609,610"
36,21,11,2111,T.21N,R.11E,T.21N R.11E,211136,"27,994,785","27,994,786"
34,21,12,2112,T.21N,R.12E,T.21N R.12E,211234,"1,153,891","29,092,296"
01,22,02,2202,T.22N,R.02E,T.22N R.02E,220201,"28,073,132","28,073,132"
02,22,02,2202,T.22N,R.02E,T.22N R.02E,220202,"11,529,035","27,970,271"
11,22,02,2202,T.22N,R.02E,T.22N R.02E,220211,"18,695,612","28,058,231"
12,22,02,2202,T.22N,R.02E,T.22N R.02E,220212,"28,264,634","28,264,634"
13,22,02,2202,T.22N,R.02E,T.22N R.02E,220213,"28,177,208","28,177,207"
14,22,02,2202,T.22N,R.02E,T.22N R.02E,220214,"27,494,897","28,406,879"
15,22,02,2202,T.22N,R.02E,T.22N R.02E,220215,"1,604,474","13,888,961"
23,22,02,2202,T.22N,R.02E,T.22N R.02E,220223,"19,662,408","28,203,043"
24,22,02,2202,T.22N,R.02E,T.22N R.02E,220224,"26,200,380","28,089,823"
25,22,02,2202,T.22N,R.02E,T.22N R.02E,220225,"20,944,393","28,011,962"
26,22,02,2202,T.22N,R.02E,T.22N R.02E,220226,"21,939,215","28,373,738"
27,22,02,2202,T.22N,R.02E,T.22N R.02E,220227,"16,422","9,344,390"
34,22,02,2202,T.22N,R.02E,T.22N R.02E,220234,"2,653,755","14,284,912"
35,22,02,2202,T.22N,R.02E,T.22N R.02E,220235,"28,291,673","28,291,673"
36,22,02,2202,T.22N,R.02E,T.22N R.02E,220236,"17,803,012","28,027,688"
04,22,03,2203,T.22N,R.03E,T.22N R.03E,220304,"6,480,744","13,950,308"
05,22,03,2203,T.22N,R.03E,T.22N R.03E,220305,"28,018,583","28,025,734"
06,22,03,2203,T.22N,R.03E,T.22N R.03E,220306,"27,992,010","27,992,009"
07,22,03,2203,T.22N,R.03E,T.22N R.03E,220307,"28,137,127","28,137,127"
08,22,03,2203,T.22N,R.03E,T.22N R.03E,220308,"26,818,258","28,136,625"
09,22,03,2203,T.22N,R.03E,T.22N R.03E,220309,"2,037,014","13,995,819"
14,22,03,2203,T.22N,R.03E,T.22N R.03E,220314,"9,788,668","28,033,393"
15,22,03,2203,T.22N,R.03E,T.22N R.03E,220315,"20,927,699","28,196,553"
16,22,03,2203,T.22N,R.03E,T.22N R.03E,220316,"23,632,616","28,701,744"
17,22,03,2203,T.22N,R.03E,T.22N R.03E,220317,"6,761,413","28,434,458"
18,22,03,2203,T.22N,R.03E,T.22N R.03E,220318,"23,428,142","28,105,318"
19,22,03,2203,T.22N,R.03E,T.22N R.03E,220319,"4,772,986","28,050,932"
20,22,03,2203,T.22N,R.03E,T.22N R.03E,220320,"10,737,772","29,543,612"
21,22,03,2203,T.22N,R.03E,T.22N R.03E,220321,"26,596,692","28,587,742"
22,22,03,2203,T.22N,R.03E,T.22N R.03E,220322,"20,477,897","28,066,030"
23,22,03,2203,T.22N,R.03E,T.22N R.03E,220323,"9,347,663","13,733,746"
28,22,03,2203,T.22N,R.03E,T.22N R.03E,220328,"9,593,167","21,250,730"
29,22,03,2203,T.22N,R.03E,T.22N R.03E,220329,"25,976,682","29,933,394"
30,22,03,2203,T.22N,R.03E,T.22N R.03E,220330,"8,768,673","28,079,539"
31,22,03,2203,T.22N,R.03E,T.22N R.03E,220331,"17,292,760","27,894,490"
32,22,03,2203,T.22N,R.03E,T.22N R.03E,220332,"15,201,711","28,113,691"
03,22,04,2204,T.22N,R.04E,T.22N R.04E,220403,"3,640,579","29,261,430"
10,22,04,2204,T.22N,R.04E,T.22N R.04E,220410,"118,978","27,887,831"
